noFinesset,title,capacity,postcode,city
900000647,Centre hospitalier soins longue durée le Chenois,0,90800,BAVILLIERS
900001918,MARPA Les rives de l'Allaine,24,90600,GRANDVILLARS
900003211,EHPAD La Maison Blanche Beaucourt,217,90500,BEAUCOURT
900002346,Résidence Germaine Naal,24,90400,DANJOUTIN
900002049,EHPAD Résidence Rosemontoise Valdoie,127,90300,VALDOIE
900003260,EHPAD Résidence Saint-Joseph,162,90200,GIROMAGNY
900000100,EHPAD Les Vergers,132,90110,ROUGEMONT LE CHATEAU
900001538,Foyer-Logement Louis-Clerc,60,90100,DELLE
900003328,EHPAD Les Quatre Saisons Le Chenois,56,90100,DELLE
900005612,Unité de Vie pour Personnes  âgées  Belfort,12,90000,BELFORT
900002189,EHPAD Résidence de la Miotte,115,90000,BELFORT
900003435,EHPAD Résidence Vauban Belfort,89,90000,BELFORT
900002411,EHPAD Pierre Bonnef,94,90000,BELFORT
890970270,EHPAD Foyer de la Bretauche,80,89800,CHABLIS
890971633,EHPAD du Centre Hôspitalier du Tonnerrois,231,89700,TONNERRE
890002678,EHPAD Saint-Joseph Cheroy,80,89690,CHEROY
890002660,EHPAD La Chatonnière,62,89660,CHATEL CENSOIR
890972375,EHPAD Club Grégoire Direz ,85,89660,MAILLY LE CHATEAU
890970064,EHPAD Résidence Saint-Charles,40,89600,ST FLORENTIN
890002090,EHPAD Les Hortensias,109,89600,ST FLORENTIN
890009129,EHPAD Val de Mercy,29,89580,VAL DE MERCY
890002686,EHPAD Résidence Maurice Villatte,88,89580,COULANGES LA VINEUSE
890002140,EHPAD Courson-les-Carrières,60,89560,COURSON LES CARRIERES
890002447,EHPAD Résidence des Côteaux,88,89530,ST BRIS LE VINEUX
890000284,Résidence Le Village,47,89520,LAINSECQ
890974611,EHPAD Résidence Le Cèdre,25,89520,TREIGNY
890002421,EHPAD Gandrille en Bel Air,99,89520,ST SAUVEUR EN PUISAYE
890005879,Résidence Les Rives d'Yonne,73,89500,VILLENEUVE SUR YONNE
890971682,EHPAD de l'hôpital local,141,89500,VILLENEUVE SUR YONNE
890002694,EHPAD Saint-Francois,70,89480,ETAIS LA SAUVIN
890002132,EHPAD Résidence Sainte-Clotilde,61,89480,COULANGES SUR YONNE
890002157,EHPAD de l'Isle-sur-Serein,76,89440,L ISLE SUR SEREIN
890002751,EHPAD de Tanlay,72,89430,TANLAY
890000276,Résidence Adélie,49,89420,GUILLON
890000490,EHPAD Thizy,63,89420,THIZY
890002330,EHPAD Les Mignottes,92,89400,MIGENNES
890002181,EHPAD Résidence Camille-Rizier,72,89390,RAVIERES
890973043,EHPAD Les jolis bois,26,89380,APPOIGNY
890973407,EHPAD Le Clos des Chevannais,73,89360,CARISEY
890002249,EHPAD de Pont-sur-Yonne et Villeblevin,20,89340,VILLEBLEVIN
890972441,EHPAD Résidence Les Platanes,50,89340,VILLENEUVE LA GUYARD
890971526,EHPAD La Résidence Flore,37,89340,ST AGNAN
890002272,EHPAD Saint-Julien du Sault,65,89330,ST JULIEN DU SAULT
890005358,Résidence Saint-Ebbon,74,89320,ARCES DILO
890002165,EHPAD de Noyers-sur-Serein,64,89310,NOYERS
890971583,USLD Centre de gériatrie du Centre hospitalier de Joigny,0,89300,JOIGNY
890970031,EHPAD Prieur de la Côte d'Or,41,89300,JOIGNY
890002645,EHPAD Centre de gériatrie du Centre hospitalier de Joigny,132,89300,JOIGNY
890002652,EHPAD Résidence d'Automne,55,89290,CHAMPS SUR YONNE
890002223,EHPAD Résidence François Collet,55,89270,VERMENTON
890974686,EHPAD Le Manoir de la Pommeraie,44,89260,LA CHAPELLE SUR OREUSE
890007883,EHPAD - Résidence Colbert,27,89250,SEIGNELAY
890972730,Résidence Les Deux Jardins,75,89240,VILLEFARGEAU
890971542,EHPAD Résidence Les Forges,41,89240,EGLENY
890000110,EHPAD Château de Nantou,57,89240,POURRAIN
890002124,EHPAD Château de Bourron,88,89220,CHAMPCEVRAIS
890970023,Résidence Saint-Loup,75,89210,BRIENON SUR ARMANCON
890972037,EHPAD Joséphine Normand,160,89210,BRIENON SUR ARMANCON
890002637,EHPAD d'Avallon,140,89200,AVALLON
890971500,EHPAD Les Primevères,30,89200,AVALLON
890973118,EHPAD Résidence Bois Lancy,72,89190,ST MAURICE AUX RICHES HOMMES
890002199,EHPAD Saint-Fargeau,62,89170,ST FARGEAU
890974637,EHPAD ORPEA Résidence La Puisaye,84,89170,LAVAU
890972011,EHPAD Résidence Les Fontenottes,102,89160,ANCY LE FRANC
890972433,Maison de retraite Les dornets,97,89150,SAVIGNY SUR CLAIRIS
890971302,EHPAD Résidence Le Bois Joli,83,89150,ST VALERIEN
890002702,EHPAD Résidence mutualiste Gaston Houssier,91,89144,LIGNY LE CHATEL
890002173,EHPAD de Pont-sur-Yonne et Villeblevin,92,89140,PONT SUR YONNE
890973019,EHPAD Résidence Les Champs Blancs,78,89140,SERGINES
890970049,Foyer-Logement de Toucy,32,89130,TOUCY
890002215,EHPAD de la Croix des Vignes,64,89130,TOUCY
890008931,Accueil de jour itinérant de l'ASSAD Bléneau,10,89130,TOUCY
890002256,Résidence de la Vallée de l'Ouanne,72,89120,CHARNY
890972508,EHPAD Les Trois vallées,90,89110,AILLANT SUR THOLON
890972920,EHPAD du Centre hospitalier de Sens,64,89100,SENS
890970577,EHPAD du Centre hospitalier de Sens,72,89100,SENS
890000425,EHPAD du Centre hospitalier de Sens,124,89100,SENS
890002728,EHPAD Résidence Vermiglio,82,89100,SENS
890975683,EHPAD Notre-Dame de la Providence,103,89100,SENS
890973035,EHPAD Les Cèdres de Paron,94,89100,PARON
890974116,EHPAD Korian Villa d'Azon,90,89100,ST CLEMENT
890971492,USLD Centre hospitalier Auxerre,0,89000,AUXERRE
890000482,EHPAD Résidence mutualiste les Clairions,93,89000,AUXERRE
890004229,EHPAD Mémoires de Bourgogne,66,89000,PERRIGNY
890974587,EHPAD Les Opalines,92,89000,AUXERRE
890972870,EHPAD Le Village,76,89000,ST GEORGES SUR BAULCHE
890007768,EHPAD Le Saule d'Auxerre,90,89000,AUXERRE
890972227,EHPAD - Maison départementale de retraite de l'Yonne,432,89000,AUXERRE
880788773,USLD du Centre hospitalier de l'ouest vosgien,0,88800,VITTEL
880789284,"RÉSIDENCE D'HEBERGEMENT  ""AIR""",19,88800,VITTEL
880789292,Foyer-Résidence Du haut de charme,38,88800,VITTEL
880004999,EHPAD Les Noisetiers,60,88800,MANDRES SUR VAIR
880783139,EHPAD Le Petit Ban,68,88800,VITTEL
880783394,Résidence les lilas,57,88700,RAMBERVILLERS
880786389,Maison de retraite de l'Hôpital local de Rambervillers,122,88700,RAMBERVILLERS
880781091,EHPAD de Saint-Genest,64,88700,ST GENEST
880780788,EHAPD l'Acceuil de la Vologne,94,88640,GRANGES SUR VOLOGNE
880789409,USLD de l'Hôpital local Bruyères,0,88600,BRUYERES
880786306,EHPAD de l'Hôpital de Bruyères,0,88600,BRUYERES
880781133,EHPAD de Bruyères,90,88600,BRUYERES
880783667,EHPAD Le Home du Cameroun,51,88600,BRUYERES
880788823,EHPAD Hôpital Bruyères,98,88600,BRUYERES
880786462,Résidence Antoine,42,88560,ST MAURICE SUR MOSELLE
880785530,EHPAD de l'Hôpital local de Bussang,156,88540,BUSSANG
880780713,EHPAD Maison de Retraite d'Eloyes,104,88510,ELOYES
880786371,EHPAD Val du Madon,171,88500,MIRECOURT
880786421,EHPAD Val de Madon,152,88500,MATTAINCOURT
880780564,La Résidence Ozanam,69,88460,CHENIMENIL
880781158,EHPAD Forfelet,52,88430,CORCIEUX
880788807,EHPAD du Pré Favet,36,88410,MONTHUREUX SUR SAONE
880787692,USLD du Centre hospitalier de Gérardmer,0,88400,GERARDMER
880783493,Résidence le Vinot,42,88400,GERARDMER
880005079,Maison de retraire Clair Logis,120,88400,GERARDMER
880781190,EHPAD Résidence Le Clos des Ecureuils ,69,88370,PLOMBIERES LES BAINS
880788088,Résidence Le Pont du Gué,50,88350,LIFFOL LE GRAND
880781174,EHPAD Saint-Simon,67,88350,LIFFOL LE GRAND
880781216,Résidence du Val de Joye,75,88340,LE VAL D AJOL
880789185,Maison de retraite Saint-Jean,109,88330,PORTIEUX
880786314,EHPAD de Châtel-sur-Moselle,79,88330,CHATEL SUR MOSELLE
880786363,Maison de retraite de l'Hôpital local de Lamarche,82,88320,LAMARCHE
880006747,EHPAD de l'hôpital local de lamarche,43,88320,MARTIGNY LES BAINS
880786322,Résidence d'accueil et de soins Le Couaroge,158,88310,CORNIMONT
880001706,Maison de retraite Justine-Pernot,68,88300,NEUFCHATEAU
880783246,EHPAD du Val de Meuse,150,88300,NEUFCHATEAU
880007471,PLATE-FORME DE REPIT REGEHVO,0,88290,SAULXURES SUR MOSELOTTE
880781208,EHPAD Résidence Les Saules,133,88290,SAULXURES SUR MOSELOTTE
880782016,Maison de retraite Saint-Joseph,91,88270,VILLE SUR ILLON
880783360,EHPAD Saint-Jean,69,88270,CHARMOIS L ORGUEILLEUX
880780697,EHPAD Les Marronniers de Dompaire,56,88270,DOMPAIRE
880786330,EHPAD André Barbier,137,88260,DARNEY
880783428,Maison de retraite la Clairie,91,88250,LA BRESSE
880783204,"EHPAD "" SENTIERS D'AUTOMNE "" ;true;false;false;false;false;false;2020-10-04 20:36:34.547;03 29 36 32 28;contact@ehpad-sentiersautomne.fr;;EHPAD Sentiers d'Automne;54.0;Public;true;false;false;false;true;false;false;true;true;false;false;false",0,88240,BAINS LES BAINS
880786355,Maison de retraite,138,88230,FRAIZE
880781059,EHPAD Saint-André,73,88220,XERTIGNY
880787874,PENSION DE FAMILLE PERS. AGEES,14,88210,SENONES
880786405,EHPAD de Senones,114,88210,SENONES
880786637,USLD Centre hospitalier de Remiremont,0,88200,REMIREMONT
880786447,Résidence Léon Werth,83,88200,REMIREMONT
880789268,Résidence La paltrée,35,88200,REMIREMONT
880783410,Foyer-Logement Résidence du Parc,52,88200,REMIREMONT
880783592,EHPAD Le Home fleuri,64,88200,ST ETIENNE LES REMIREMONT
880783402,EHPAD Le Châtelet,65,88200,REMIREMONT
880783543,EHPAD L'Accueil,80,88200,REMIREMONT
880785621,USLD du Centre hospitalier Émile Durkheim,0,88190,GOLBEY
880785563,EHPAD du Centre hospitalier Émile Durkheim,156,88190,GOLBEY
880781166,EHPAD Raynald-Merlin de Dommartin-sur-Vraine,84,88170,DOMMARTIN SUR VRAINE
880786413,EHPAD,174,88160,LE THILLOT
880001359,Les Jardins des Cuvières,76,88150,THAON LES VOSGES
880784418,EHPAD Le Cèdre Bleu,63,88150,THAON LES VOSGES
880783444,FMS EHPAD Jean Martin Moye,66,88130,ESSEGNEY
880781141,EHPAD Maison de retraite Saint-Martin,113,88130,CHARMES
880783386,Maison de retraite Le Solem de Vagney,81,88120,VAGNEY
880786397,EHPAD de Raon l'Etape,121,88110,RAON L ETAPE
880786645,USLD du Centre hospitalier de Saint-Die,0,88100,ST DIE DES VOSGES
880789276,Résidence de l'Âge d'Or,55,88100,ST DIE DES VOSGES
880788740,Résidence Le parc,45,88100,ST DIE DES VOSGES
880783451,Maison de retraite Saint-Déodat,88,88100,ST DIE DES VOSGES
880788757,Foyer-Logement l'Alsace,82,88100,ST DIE DES VOSGES
880783063,EHPAD de Foucharupt,161,88100,ST DIE DES VOSGES
880004908,EHPAD Résidence des Aulnes,68,88100,STE MARGUERITE
880783584,EHPAD Les Charmes,74,88100,ST DIE DES VOSGES
880783519,Résidence Sans Souci,52,88000,EPINAL
880788831,Résidence Le chapitre,79,88000,EPINAL
880783527,Résidence Bon Repos,80,88000,EPINAL
880786512,MAISON DE RETRAITE LES MAGNOLIAS,29,88000,EPINAL
880788849,EHPAD Résidence Notre-Dame,83,88000,EPINAL
880005848,EHPAD Les Bruyères,78,88000,EPINAL
880001763,EHPAD Korian Villa Spinale,85,88000,EPINAL
880783634,EHPAD Anne et Jean-Marie Compas,58,88000,DINOZE
870014511,EHPAD Le Cantou,21,87920,CONDAT SUR VIENNE
870006277,EHPAD Résidence du Parc,61,87800,NEXON
870003779,Résidence de l'Aixette,76,87700,AIXE SUR VIENNE
870010089,EHPAD du château,85,87600,ROCHECHOUART
870003753,EHPAD Résidence du Chatenet,61,87600,ROCHECHOUART
870006921,EHPAD Résidence Jean Mahaut,88,87510,NIEUL
870005790,USLD de Saint-Yrieix,0,87500,ST YRIEIX LA PERCHE
870003720,EHPAD de Saint-Yrieix-la-Perche,185,87500,ST YRIEIX LA PERCHE
870005535,"EHPAD ""Les Terrasses""",72,87500,LADIGNAC LE LONG
870017357,Accueil de jour « Alzheimer »,10,87500,ST YRIEIX LA PERCHE
870008745,EHPAD Jalouneix Bertroff,66,87460,BUJALEUF
870015468,EHPAD La Chenaie,76,87430,VERNEUIL SUR VIENNE
870007663,EHPAD Puy Martin,84,87410,LE PALAIS SUR VIENNE
870003829,Résidence Raymond-Coudert,34,87400,SAUVIAT SUR VIGE
870005832,EHPAD Saint Léonard de Noblat,114,87400,ST LEONARD DE NOBLAT
870008133,CHIMB Centre hospitalier Monts et Barrages USLD,0,87400,ST LEONARD DE NOBLAT
870009222,EHPAD Les Briances,82,87380,ST GERMAIN LES BELLES
870003878,Résidence les Chênebeaux,30,87370,LAURIERE
870016011,Résidence du Parc,89,87350,PANAZOL
870003860,Résidence Sainte-Anne,31,87330,MEZIERES SUR ISSOIRE
870006269,Résidence Les Pins,75,87310,ST LAURENT SUR GORRE
870005824,USLD du Centre hospitalier du Haut-Limousin,0,87300,BELLAC
870003910,Résidence le Vincou,41,87300,BELLAC
870002532,EHPAD du Centre hospitalier du Haut-Limousin,186,87300,BELLAC
870005857,Résidence de l'Âge d'or,62,87290,CHATEAUPONSAC
870003902,Résidence de  l'Age d'Or,26,87290,CHATEAUPONSAC
870010758,EHPAD Les Chênes,90,87270,COUZEIX
870005972,EHPAD Adeline,60,87260,PIERRE BUFFIERE
870006913,EHPAD Suzanne Valadon,80,87250,BESSINES SUR GARTEMPE
870003746,EHPAD Centre gériatrique du Muret,140,87240,AMBAZAC
870003787,EHPAD Le Nid,123,87230,CHALUS
870003639,EHPAD - Résidence Michel Marquet,83,87230,LES CARS
870006251,EHPAD Résidence La Valoine,88,87220,FEYTIAT
870008141,USLD du Centre hospitalier du Haut-Limousin,0,87210,LE DORAT
870005840,EHPAD Hôpital intercommunal du Haut Limousin HIHL,115,87210,LE DORAT
870014487,Établissement hébergeant des personnes âgées Chantemerle,146,87200,ST JUNIEN
870005931,Unité de soins de longue durée Saint-Junien,0,87200,ST JUNIEN
870005816,EHPAD du Centre hospitalier du Haut-Limousin,213,87190,MAGNAC LAVAL
870003886,Résidence Fleurie,60,87170,ISLE
870016516,EHPAD Résidence Isle-Bayles,86,87170,ISLE
870003803,EHPAD Résidence du Cèdre,28,87160,ST SULPICE LES FEUILLES
870005949,EHPAD Résidence Dins Lou Pelou,86,87150,CUSSAC
870005782,EHPAD André Virondeau,88,87140,NANTIAT
870003647,EHPAD Résidence du Puy-Chat,140,87130,CHATEAUNEUF LA FORET
870003738,Résidence La Pélaudine,87,87120,EYMOUTIERS
870008059,USLD de l'Hôpital Rebeyrol,0,87000,LIMOGES
870008042,USLD de l'Hôpital Chastaingt,0,87000,LIMOGES
870014727,UNITE DE VIE VICTOR THUILLAT,17,87000,LIMOGES
870010659,UNITE DE VIE LES COUTURES,20,87000,LIMOGES
870003845,Résidence Unifores,77,87000,LIMOGES
870003985,Résidence Les casseaux,69,87000,LIMOGES
870003936,Résidence Durkheim,79,87000,LIMOGES
870003928,Résidence Cervières Imbert,38,87000,LIMOGES
870006897,LE BON PASTEUR,36,87000,LIMOGES
870016623,EHPAD de l'Hôpital Chastaingt,268,87000,LIMOGES
870003621,EHPAD Résidence Saint-Martial,104,87000,LIMOGES
870005998,EHPAD Professeur Marcel Faure,104,87000,LIMOGES
870006004,EHPAD Professeur Joseph de Leobardy,83,87000,LIMOGES
870016359,EHPAD Les 5 Sens,92,87000,LIMOGES
870010212,EHPAD Le Roussillon,80,87000,LIMOGES
870016417,EHPAD Le Mas Rome,88,87000,LIMOGES
870016342,Association soins et santé,28,87000,LIMOGES
870001740,Accueil de jour Alzheimer,20,87000,LIMOGES
860780717,EHPAD La brunetterie,86,86800,SEVRES ANXAUMONT
860790195,Résidence du champ du chail,8,86700,COUHE
860010768,EHPAD Le champ du Chail,73,86700,COUHE
860000041,USLD de Lusignan,0,86600,LUSIGNAN
860790021,Résidence du Val-de-Vonne,38,86600,LUSIGNAN
860012244,Résidence autonomie La maisounnaie,24,86600,ST SAUVANT
860785617,EHPAD de Lusignan,164,86600,LUSIGNAN
860013721,Accueil de jour l'Escale,11,86600,LUSIGNAN
860008549,EHPAD Le Logis du Val de Boivre,99,86580,VOUNEUIL SOUS BIARD
860786102,EHPAD Association Larnay Sagesse,55,86580,BIARD
860012673,EHPAD Le Petit Clos,40,86550,MIGNALOUX BEAUVOIR
860006469,EHPAD Le Clos des Myosotis,96,86550,MIGNALOUX BEAUVOIR
860780816,Résidence autonomie Elsa Triolet,64,86530,NAINTRE
860010388,EHPAD - résidence Louis Aragon,45,86530,NAINTRE
860782085,Résidence autonomie Chaunay,50,86510,CHAUNAY
860789916,EHPAD de Chaunay,50,86510,CHAUNAY
860785559,USLD du Centre hospitalier de Montmorillon,0,86500,MONTMORILLON
860784529,Foyer-Logement l'Oasis,47,86500,MONTMORILLON
860781996,EHPAD du Centre hospitalier de Montmorillon,133,86500,MONTMORILLON
860789718,EHPAD Résidence d'Or,124,86500,MONTMORILLON
860009778,Résidence La rose d'or,25,86480,ROUILLE
860010743,Résidence autonomie L'impériale,14,86460,PRESSAC
860782069,Résidence autonomie Geneviève Pénicault,52,86460,AVAILLES LIMOUZINE
860014216,EHPAD Résidence la roseraie,28,86460,PRESSAC
860791128,EHPAD Les Rousselières,55,86450,PLEUMARTIN
860790260,EHPAD Résidence Les Fougeres,59,86440,MIGNE AUXANCES
860790005,EHPAD Résidence La Petite Suisse,45,86430,MOUTERRE SUR BLOURDE
860008168,EHPAD Richelot-Lassé,46,86430,LUCHAPT
860789965,Colisee - Les Scevolles ,90,86420,MONTS SUR GUESNES
860009943,EHPAD L'Orée du verger,36,86410,VERRIERES
860780923,Résidence des Coudrais,62,86400,CIVRAY
860006428,EHPAD Résidence Santa Monica,59,86400,CIVRAY
860780501,EHPAD Les Capucines,120,86400,CIVRAY
860011196,EHPAD Résidence Larémy,49,86390,LATHUS ST REMY
860011444,EHPAD Résidence de la Fontaine,55,86380,VENDEUVRE DU POITOU
860014646,Résidence autonomie L'Hermine,60,86370,VIVONNE
860011022,EHPAD - résidence Les tilleuls,72,86370,VIVONNE
860791144,EHPAD Korian La Clairière aux chênes,85,86360,CHASSENEUIL DU POITOU
860789726,EHPAD - résidence Les Tamisiers,52,86360,MONTAMISE
860790187,Résidence La Nougeraie,106,86350,USSON DU POITOU
860789403,Ehpad Résidence La Rêverie,80,86350,CHATEAU GARNIER
860784487,EHPAD Résidence Les Cedres,65,86350,PAYROUX
860790476,EHPAD Résidence La Genollière,65,86340,NIEUIL L ESPOIR
860789767,EHPAD Les Grillons,71,86340,NOUAILLE MAUPERTUIS
860011170,EHPAD - Résidence Saint-Thibault,59,86340,FLEURE
860789932,EHPAD Résidence du Lac,40,86330,MONCONTOUR
860010966,EHPAD Résidence Le Pré Saint-Jean,61,86330,ST JEAN DE SAUVES
860785807,Résidence la noiseraie,56,86320,LUSSAC LES CHATEAUX
860011378,EHPAD Résidence Pierre Péricard,59,86320,CIVAUX
860789320,EHPAD Résidence Bellevue,67,86320,LUSSAC LES CHATEAUX
860014083,Accueil de jour L'Escale,10,86320,LUSSAC LES CHATEAUX
860780733,EHPAD Sainte-Elisabeth,50,86310,BETHINES
860014638,Résidence le clos Adler,34,86300,VALDIVIENNE
860780493,EHPAD les Châtaigniers,140,86300,CHAUVIGNY
860010982,EHPAD - Résidence Émeraudes,99,86300,CHAUVIGNY
860790625,EHPAD Les Albizzias,42,86290,LA TRIMOUILLE
860780543,EHPAD - R?sidence Les Buddl?ias,80,86290,BRIGUEIL LE CHANTRE
860007038,EHPAD Les Jardins de Camille,80,86280,ST BENOIT
860793256,Résidence Les marsillys,7,86260,LA PUYE
860780741,EHPAD Résidence Sainte-Elisabeth,90,86260,LA PUYE
860780725,EHPAD - résidence Saint-André,72,86260,ST PIERRE DE MAILLE
860790229,Résidence autonomie de la Tour,39,86250,CHARROUX
860013564,EHPAD Les Jardins de Salomé,36,86240,FONTAINE LE COMTE
860010479,EHPAD Les Jardins de Montplaisir,80,86240,LIGUGE
860011113,EHPAD Le Clos des Chênes,71,86240,SMARVES
860008259,La Maisonnée Saint-Martin,21,86230,ST GERVAIS LES TROIS CLOCHERS
860789734,EHPAD Résidence de l'Echeneau,57,86230,LEIGNE SUR USSEAU
860785112,Résidence autonomie Le floréal,50,86220,DANGE ST ROMAIN
860010628,EHPAD Résidence Les Tournesols,34,86220,DANGE ST ROMAIN
860793272,Résidence autonomie Le bon accueil,24,86210,ARCHIGNY
860009919,EHPAD La Pierre Meulière,65,86210,VOUNEUIL SUR VIENNE
860789585,USLD de Loudun,0,86200,LOUDUN
860780808,Résidence autonomie Les cappucins,46,86200,LOUDUN
860789742,EHPAD Résidence Porte du Martray,88,86200,LOUDUN
860785591,EHPAD Groupe hospitalier Nord-Vienne,66,86200,LOUDUN
860013713,Accueil de jour Helianthe,15,86200,LOUDUN
860791284,Résidence Du prieuré,20,86190,AYRON
860789981,EHPAD Résidence La Chèze d'Or,62,86190,LATILLE
860009679,EHPAD Les Jardins d'Eden,72,86190,QUINCAY
860013515,EHPAD Le Logis des Cours,66,86190,BERUGES
860789650,EHPAD Le Belvedère Sainte-Clotilde,74,86190,VOUILLE
860006402,EHPAD Résidence Lumières d'Automne,86,86180,BUXEROLLES
860782119,Résidence autonomie du moulin,29,86170,CHERVES
860780675,EHPAD L'Arc en Ciel,79,86170,NEUVILLE DE POITOU
860010784,EHPAD -  Résidence Les Jardins de Charlotte,90,86170,NEUVILLE DE POITOU
860780790,Foyer-Logement de Gençay,31,86160,GENCAY
860006329,EHPAD Géraud de Pierredon,68,86160,GENCAY
860780774,Résidence Les grands chênes,33,86150,L ISLE JOURDAIN
860007848,EHPAD Résidence Les Grands Chênes,43,86150,L ISLE JOURDAIN
860010578,EHPAD Au Jardin des Alisiers,62,86150,L ISLE JOURDAIN
860782051,Foyer-Logement  L'Age D'Or,62,86140,LENCLOITRE
860780709,EHPAD Résidence du Pontreau Saint-Lucien,55,86140,LENCLOITRE
860011683,EHPAD Résidence Gérard Girault,84,86130,JAUNAY CLAN
860010974,EHPAD MBV - Villa les Varennes,76,86130,ST GEORGES LES BAILLARGEAUX
860789957,Résidence Korian Les Trois Chemins,28,86120,LES TROIS MOUTIERS
860010008,EHPAD Les Trois Chemins,60,86120,LES TROIS MOUTIERS
860784917,EHPAD Théodore Arnault,122,86110,MIREBEAU
860785682,USLD Le Village,20,86100,CHATELLERAULT
860780758,Résidence autonomie Les renardières,78,86100,CHATELLERAULT
860791300,Résidence Maisonnée d'Avaucourt,26,86100,CHATELLERAULT
860780824,Foyer-Logement Tivoli,90,86100,CHATELLERAULT
860791318,Foyer-Logement Maisonnée beauchêne,27,86100,CHATELLERAULT
860010883,EHPAD MBV - la Tour de Vigenna,69,86100,SENILLE
860785120,EHPAD Les Tilleuls,84,86100,CHATELLERAULT
860790641,EHPAD Le Village,245,86100,CHATELLERAULT
860012590,Accueil de jour La Maison bleue,12,86100,CHATELLERAULT
860785542,USLD du Centre hospitalier universitaire de Poitiers,13,86000,POITIERS
860780857,Résidence autonomie René Crozet,65,86000,POITIERS
860780865,Résidence autonomie Marie-Louise Troubat,79,86000,POITIERS
860780840,Résidence autonomie Marie Noël,75,86000,POITIERS
860780832,Résidence Edith-Augustin,73,86000,POITIERS
860012079,Résidence Colisée Pasteur ,89,86000,POITIERS
860010339,Foyer-Résidence Omer Peret,5,86000,POITIERS
860791037,Ehpad Résidence Korian Agapanthe,86,86000,POITIERS
860012848,EHPAD Résidence Marguerite Le Tillier,99,86000,POITIERS
860789858,EHPAD Résidence Les Feuillants,76,86000,POITIERS
860012319,EHPAD René Crozet,34,86000,POITIERS
860007129,EHPAD La Rose d'Aliénor,88,86000,POITIERS
860780766,EHPAD Grand'Maison des Sacrés-Coeurs,49,86000,POITIERS
850020504,USLD du Centre hospitalier site de Saint-Gilles Croix de Vie,0,85800,ST GILLES CROIX DE VIE
850005018,MARPA Les roseaux,24,85800,LE FENOUILLER
850020488,EHPAD du Centre hospitalier,135,85800,ST GILLES CROIX DE VIE
850009432,EHPAD Les Iris,70,85800,GIVRAND
850024720,Centre d'hébergement temporaire de Saint-Gilles,24,85800,ST GILLES CROIX DE VIE
850026089,Accueil de jour AMAD de Saint-Gilles Croix de vie,6,85800,ST GILLES CROIX DE VIE
850027921,Résidence autonomie Saint-Joseph,18,85770,VIX
850003872,EHPAD Saint-Joseph,72,85770,VIX
850003559,EHPAD Louis Crosnier,70,85750,ANGLES
850026170,Résidence Les Tamaris,48,85710,BOIS DE CENE
850000423,EHPAD Résidence L'Équaizière,88,85710,LA GARNACHE
850013251,MARPA les Nénuphars,24,85700,LA FLOCELLIERE
850009085,MARPA Sourire d’automne,24,85700,LA MEILLERAIE TILLAY
850026196,MARPA Le Côteau du Lay,24,85700,REAUMUR
850006669,MARPA Arc en ciel,24,85700,ST MESMIN
850003914,EHPAD Notre-Dame de Lorette,92,85700,LA FLOCELLIERE
850003492,EHPAD Les Collines,100,85700,POUZAUGES
850005257,EHPAD Les Oyats,80,85690,NOTRE DAME DE MONTS
850002296,EHPAD Résidence Saint-Pierre,66,85670,PALLUAU
850023060,EHPAD Résidence Saint-Christophe,84,85670,ST CHRISTOPHE DU LIGNERON
850008947,EHPAD Résidence Le Colombier,43,85670,ST ETIENNE DU BOIS
850009317,EHPAD Les Glycines,23,85670,FALLERON
850003856,EHPAD Les Glycines Maison de retraite,46,85660,ST PHILBERT DE BOUAINE
850023987,MARPA Les charmilles,24,85640,MOUCHAMPS
850028036,Résidence autonomie La Rocterie,14,85630,BARBATRE
850012493,EHPAD Résidence La Rocterie,37,85630,BARBATRE
850003260,EHPAD L'Arbrasève,74,85620,ROCHESERVIERE
850027939,EHPAA ROCHESERVIERE,10,85620,ROCHESERVIERE
850003781,EHPAD Saint-Gabriel,89,85610,CUGAND
850021973,EHPAD L Chimotaie,83,85610,CUGAND
850017245,Résidence Oxalis,24,85600,LA BOISSIERE DE MONTAIGU
850026279,Résidence Multisites Terres de Montaigu,22,85600,MONTAIGU
850027657,Résidence Le Bois de l'Île,21,85600,TREIZE SEPTIERS
850022435,Résidence La Peupleraie,22,85600,ST HILAIRE DE LOULAY
850022443,EHPAD Résidence Le Val des Maines,22,85600,ST GEORGES DE MONTAIGU
850026295,EHPAD Résidence La Maisonnée,22,85600,LA GUYONNIERE
850026287,EHPAD Le clos du grenouiller,22,85600,BOUFFERE
850016676,EHPAD Le Septier d'Or,72,85600,TREIZE SEPTIERS
850002015,EHPAD Le Repos,25,85600,MONTAIGU
850021270,EHPAD CHD Vendée Site de Montaigu,110,85600,MONTAIGU
850027772,EHPAA LE VAL DES MAINES,8,85600,MONTAIGU
850027756,EHPAA LE CLOS DU GRENOUILLER,8,85600,MONTAIGU
850027749,EHPAA LA PEUPLERAIE,8,85600,MONTAIGU
850027731,EHPAA LA MAISONNEE,8,85600,MONTAIGU
850027764,EHPAA AGORA,8,85600,MONTAIGU
850013509,Accueil de jour Les Mots bleus,12,85600,LA GUYONNIERE
850023946,MARPA Les myosotis,24,85590,LES EPESSES
850021999,Résidence de l'Herm,24,85580,ST MICHEL EN L HERM
850003161,EHPAD Bellevue,89,85570,L HERMENAULT
